campaign_id,day,age,views,predicted,observed,accuracy,bias
34377,2014-11-28,39,263766.875,4.413536071777344,0.5,0.2770832188262353,0.7229167811737647
34377,2014-11-29,38,257339.375,3.78468656539917,8.399999618530273,0.5090092297415725,-0.49099077025842747
34377,2014-11-30,37,276314.65625,10.308876037597656,16.5,0.6462214878627233,-0.3537785121372768
34377,2014-12-01,36,264266.09375,20.901792526245117,32.81260681152344,0.6477404315002687,-0.3522595684997313
34377,2014-12-02,35,265139.5625,26.126420974731445,17.035383224487305,0.6648640910383076,0.3351359089616924
34377,2014-12-03,34,281402.25,19.33550453186035,12.941176414489746,0.6855584228386178,0.31444157716138227
34377,2014-12-04,33,279572.8125,26.84954071044922,12.572221755981445,0.4873409546351733,0.5126590453648266
34377,2014-12-05,32,258518.515625,12.176518440246582,4.066176414489746,0.3844852065789648,0.6155147934210352
34377,2014-12-06,31,247853.46875,14.779006004333496,15.552380561828613,0.9532771401306109,-0.04672285986938903
34377,2014-12-07,30,264606.625,16.022716522216797,12.126795768737793,0.7711340168066398,0.22886598319336016
34377,2014-12-08,29,259516.53125,16.3906307220459,18.596132278442383,0.887452201023222,-0.11254779897677802
34377,2014-12-09,28,275440.8125,20.195907592773438,28.403846740722656,0.7208549200951422,-0.2791450799048578
34377,2014-12-10,27,268311.5,14.870797157287598,6.416666507720947,0.46731531089573164,0.5326846891042684
34377,2014-12-11,26,227666.25,15.880892753601074,10.770874977111816,0.6972898382166917,0.3027101617833083
34377,2014-12-12,25,278634.15625,18.81333351135254,17.051225662231445,0.9110645440803058,0.0889354559196942
34377,2014-12-13,24,273562.40625,14.698010444641113,12.891666412353516,0.8849316581449825,0.11506834185501742
34377,2014-12-14,23,273038.8125,25.520423889160156,7.723148345947266,0.328921904959171,0.6710780950408289
34377,2014-12-15,22,268296.25,29.17731285095215,14.390972137451172,0.510017979846922,0.48998202015307807
34377,2014-12-16,21,266429.53125,41.626338958740234,37.70560836791992,0.9080209399494678,0.0919790600505323
34377,2014-12-17,20,268920.625,36.32973098754883,45.983360290527344,0.7945308883127107,-0.2054691116872893
34377,2014-12-18,19,267974.5,39.84758377075195,25.714582443237305,0.6540064301763111,0.34599356982368895
34377,2014-12-19,18,268936.875,53.15012741088867,22.179841995239258,0.42806625032202944,0.5719337496779706
34377,2014-12-20,17,271099.3125,43.368629455566406,18.130952835083008,0.43118196504676737,0.5688180349532326
34377,2014-12-21,16,319108.6875,42.69982147216797,32.369049072265625,0.7635969198070541,0.2364030801929459
34377,2014-12-22,15,297797.03125,57.859619140625,43.72322463989258,0.7598286447121188,0.24017135528788125
34377,2014-12-23,14,283159.5,54.33290100097656,51.82907485961914,0.9547497764248213,0.04525022357517876
34377,2014-12-24,13,273011.34375,35.10228729248047,17.123809814453125,0.5020127857169877,0.4979872142830123
34377,2014-12-25,12,263249.09375,23.845022201538086,4.952381134033203,0.2395804312730583,0.7604195687269417
34377,2014-12-26,11,270221.65625,31.06081771850586,38.61372756958008,0.8093360480200252,-0.19066395197997477
34377,2014-12-27,10,281709.4375,30.675159454345703,76.06282806396484,0.411030327462862,-0.588969672537138
34377,2014-12-28,9,295683.84375,31.361679077148438,34.289066314697266,0.9170454890632903,-0.0829545109367097
34377,2014-12-29,8,299494.8125,41.343788146972656,40.92658615112305,0.9901472680148142,0.009852731985185813
34377,2014-12-30,7,303724.8125,37.19157409667969,41.68611526489258,0.8947071866268081,-0.10529281337319187
34377,2014-12-31,6,291978.28125,26.022180557250977,40.030357360839844,0.6585899391420232,-0.3414100608579768
