campaign_id,day,age,views,predicted,observed,accuracy,bias
34377,2014-09-01,127,170415.01849365234,18.34594115614891,0.25,0.06461303639408104,0.935386963605919
34377,2014-09-02,126,168370.79051208496,26.416386978700757,7.5,0.31003355790839543,0.6899664420916045
34377,2014-09-03,125,155941.86763095856,2.9370921802401426,2,0.7619836830482885,0.2380163169517115
34377,2014-09-04,124,165958.58203125,1.38573557138443,6,0.34081936734063284,-0.6591806326593671
34377,2014-09-06,122,169459.896484375,0.4644937813282013,0.5,0.9763291875521342,-0.023670812447865803
34377,2014-09-07,121,171422.35546875,0.5135191306471825,0.25,0.8258897920011745,0.17411020799882548
34377,2014-09-08,120,164533.9140625,1.4076626896858215,4.934178829193115,0.4057280306150122,-0.5942719693849878
34377,2014-09-10,118,166444,2.6540415287017822,0.25,0.34208697142095795,0.6579130285790421
34377,2014-09-11,117,165448.7702331543,3.094591397792101,8.25,0.44265852949103796,-0.5573414705089621
34377,2014-09-12,116,166394.58154296875,3.774608451873064,0.75,0.36652220127358937,0.6334777987264106
34377,2014-09-14,114,166216.63110351562,2.479828141629696,0.25,0.3592131418922866,0.6407868581077134
34377,2014-09-15,113,163425.4296875,2.0226836800575256,0.5625,0.5169247481331767,0.4830752518668233
34377,2014-09-16,112,161971.59375,14.506064414978027,2,0.19347269040764212,0.8065273095923579
34377,2014-09-17,111,168497.34375,10.030996322631836,0.3839285671710968,0.12545816594388198,0.874541834056118
34377,2014-09-18,110,168578.34375,2.2523458003997803,4.230654716491699,0.6217856036540663,-0.3782143963459337
34377,2014-09-19,109,171124.859375,1.608751654624939,1,0.7666502085218766,0.23334979147812343
34377,2014-09-20,108,170862.265625,1.2306629419326782,1.4166666269302368,0.9230329566665018,-0.07696704333349826
34377,2014-09-21,107,167883.578125,1.085086703300476,0.75,0.8392936357178488,0.16070636428215124
34377,2014-09-22,106,165492.296875,8.562588691711426,0.25,0.13071774184781823,0.8692822581521817
34377,2014-09-23,105,167411.03125,3.7643826007843018,0.75,0.3673088722370699,0.6326911277629301
34377,2014-09-24,104,162676.765625,1.0231562852859497,0.6812499761581421,0.8310035108931374,0.1689964891068626
34377,2014-09-25,103,161278.6875,1.4927170276641846,1.975000023841858,0.8378880698108828,-0.1621119301891172
34377,2014-09-26,102,172292.4375,1.0471982955932617,0.25,0.610590582598038,0.38940941740196205
34377,2014-09-27,101,169682.890625,0.7658757567405701,0.875,0.9418004035949707,-0.058199596405029294
34377,2014-09-28,100,171095.65625,1.355196237564087,0.75,0.7430378717868434,0.2569621282131566
34377,2014-09-29,99,180933.78515625,1.2701638489961624,0.5,0.6607452588337538,0.33925474116624627
34377,2014-09-30,98,169875.1328125,3.208922564983368,1.6944444179534912,0.6401743858084352,0.35982561419156484
34377,2014-10-01,97,170272.75,3.7643606662750244,2.2946428656578064,0.6915183581669722,0.30848164183302784
34377,2014-10-02,96,170033.8671875,3.631595730781555,1.1001984179019928,0.4534502879739887,0.5465497120260113
34377,2014-10-03,95,170358.15625,2.2746164798736572,0.4166666567325592,0.43262063372600434,0.5673793662739957
34377,2014-10-04,94,169009.140625,1.6530872583389282,0.8194444179534912,0.6857838588741433,0.3142161411258567
34377,2014-10-05,93,168212.0625,2.336550772190094,3.5597223043441772,0.7317442926318708,-0.26825570736812915
34377,2014-10-06,92,165615.234375,2.577348470687866,1.224295198917389,0.6217720239285754,0.3782279760714245
34377,2014-10-07,91,139912.1875,2.651729106903076,1.8222222328186035,0.7728454521677395,0.22715454783226047
34377,2014-10-08,90,175797.1875,4.234535217285156,1.6805555820465088,0.5120904666368362,0.4879095333631637
34377,2014-10-09,89,173641.9453125,3.7852842807769775,1.600000023841858,0.543332406454168,0.456667593545832
34377,2014-10-10,88,171646.25,4.028726100921631,1.1774470806121826,0.4330017258671366,0.5669982741328634
34377,2014-10-11,87,179412.3359375,4.049541711807251,1,0.39607554787069815,0.6039244521293018
34377,2014-10-12,86,181005.5390625,4.72054648399353,1.388888880610466,0.41759801922678824,0.5824019807732118
34377,2014-10-13,85,178276.53125,3.9266752004623413,1.8055555820465088,0.5694622575856478,0.4305377424143522
34377,2014-10-14,84,125065.6953125,4.4601404666900635,5.118810057640076,0.8923533195596449,-0.10764668044035514
34377,2014-10-15,83,173817.3125,4.926455616950989,3.0379902124404907,0.6813499456388293,0.3186500543611707
34377,2014-10-16,82,180961.61328125,2.8755995631217957,18.847630500793457,0.19526761962677908,-0.8047323803732209
34377,2014-10-17,81,164416.734375,1.8696470260620117,4.51089334487915,0.5207226571946914,-0.47927734280530865
34377,2014-10-18,80,167146.140625,1.153868556022644,5,0.3589780926704407,-0.6410219073295593
34377,2014-10-19,79,166290.859375,1.6357935667037964,4.014881134033203,0.5255944251232865,-0.47440557487671353
34377,2014-10-20,78,161067.0625,4.626711845397949,14.3244047164917,0.3671732735786231,-0.6328267264213768
34377,2014-10-21,77,161554.65625,190.39443969726562,1.2857142686843872,0.011942427754430957,0.988057572245569
34377,2014-10-22,76,157162.9375,43.962608337402344,1.5928571224212646,0.057666964135272045,0.9423330358647279
34377,2014-10-23,75,151098.265625,2.3412437438964844,2.5977580547332764,0.9287016228066484,-0.07129837719335158
34377,2014-10-24,74,139941.28125,2.68550181388855,2.6675000190734863,0.9951155105263482,0.004884489473651865
34377,2014-10-25,73,143695.203125,1.1787365674972534,1.1458333730697632,0.9848980391120499,0.015101960887950128
34377,2014-10-26,72,142870.125,1.3315236568450928,0.5642856955528259,0.6709285110448089,0.32907148895519117
34377,2014-10-27,71,144432.078125,2.309361457824707,2.781342029571533,0.8751817296463111,-0.12481827035368886
34377,2014-10-28,70,132310.546875,2.7619521617889404,3.8714284896850586,0.772248257313976,-0.22775174268602405
34377,2014-10-29,69,99813.4140625,2.943272352218628,0.4583333432674408,0.36982820688176143,0.6301717931182386
34377,2014-10-30,68,83215.4921875,2.2164909839630127,3.5,0.7147757742140028,-0.28522422578599715
34377,2014-10-31,67,95528.234375,8.411516189575195,0.824999988079071,0.19391136893549193,0.806088631064508
34377,2014-11-01,66,82844.9765625,7.852661609649658,1.350000023841858,0.2654568905333837,0.7345431094666163
34377,2014-11-02,65,92125.2265625,9.994546890258789,4.166666507720947,0.4699299170117355,0.5300700829882645
34377,2014-11-03,64,93844.671875,15.59112548828125,2.1764705181121826,0.1914559997967472,0.8085440002032528
34377,2014-11-04,63,284351.28125,8.604825973510742,4.566666603088379,0.5795697515437294,0.4204302484562707
34377,2014-11-05,62,337443.5625,10.775108337402344,4.5,0.46708699762276085,0.5329130023772392
34377,2014-11-06,61,351295.1875,6.7160210609436035,2.344202995300293,0.4334102990241612,0.5665897009758387
34377,2014-11-07,60,283035.21875,5.301486492156982,4.683333396911621,0.901903607027527,0.09809639297247294
34377,2014-11-08,59,276550.8125,5.9039506912231445,4.097402572631836,0.7383312541777076,0.2616687458222923
34377,2014-11-09,58,272411.4375,6.408295631408691,6.0120320320129395,0.9465108279810369,0.05348917201896305
34377,2014-11-10,57,277054.875,16.82843589782715,6.666666507720947,0.430024627603778,0.569975372396222
34377,2014-11-11,56,276833.75,11.983221054077148,3.835714340209961,0.37245875426971886,0.6275412457302811
34377,2014-11-12,55,268331.125,6.334478378295898,2.142857074737549,0.4285045115188906,0.5714954884811094
34377,2014-11-13,54,269274.15625,7.835824012756348,4.238095283508301,0.592824763818974,0.407175236181026
34377,2014-11-14,53,270655.59375,1.821612000465393,12.396031379699707,0.21063044124704372,-0.7893695587529563
34377,2014-11-15,52,268517.84375,1.2995758056640625,7.947618007659912,0.257004244447565,-0.742995755552435
34377,2014-11-16,51,270887.84375,1.5859216451644897,8.437878608703613,0.273993950587556,-0.726006049412444
34377,2014-11-17,50,274992.15625,4.615657806396484,22.376514434814453,0.24022648124277804,-0.759773518757222
34377,2014-11-18,49,277862.96875,5.939940452575684,32.03105926513672,0.2101034785735915,-0.7898965214264085
34377,2014-11-19,48,280867.59375,3.6069343090057373,39.75946807861328,0.11302734128228285,-0.8869726587177171
34377,2014-11-20,47,276814.34375,2.8894622325897217,15.78030014038086,0.23178740547256046,-0.7682125945274395
34377,2014-11-21,46,272476.5,3.30735182762146,13.166666984558105,0.3040483574800299,-0.6959516425199701
34377,2014-11-22,45,253693.265625,4.058555603027344,18.155681610107422,0.26407599092470907,-0.735924009075291
34377,2014-11-23,44,253872.515625,4.779779434204102,6.229166507720947,0.7995084119353372,-0.20049158806466288
34377,2014-11-24,43,257338.671875,5.859060287475586,20.959848403930664,0.31234552084830697,-0.687654479151693
34377,2014-11-25,42,32606.138671875,5.2814412117004395,23.07426643371582,0.260919319348536,-0.7390806806514639
34377,2014-11-26,41,253698.984375,3.9870975017547607,13.016666412353516,0.35579768791239896,-0.644202312087601
34377,2014-11-27,40,194142.28125,1.229452133178711,6.125,0.312905562551398,-0.687094437448602
