data_date,campaign_id,line_item_id,flight_id,rfiImps,vImps,vPct,objective_impressions,vCPM,flight_label,flight_start_date,flight_end_date,line_item_label,campaign_label,campaign_label_id
2/1/2015,36387,125169,86125,109070,81415,0.7464,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/2/2015,36387,125169,86125,136227,96565,0.7089,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/3/2015,36387,125169,86125,105321,80962,0.7687,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/4/2015,36387,125169,86125,124397,96473,0.7755,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/5/2015,36387,125169,86125,110128,87586,0.7953,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/6/2015,36387,125169,86125,124550,97506,0.7829,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/7/2015,36387,125169,86125,95488,72875,0.7632,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/8/2015,36387,125169,86125,92909,71311,0.7675,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/9/2015,36387,125169,86125,122596,98036,0.7997,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/10/2015,36387,125169,86125,112169,88988,0.7933,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/11/2015,36387,125169,86125,102131,81198,0.795,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/12/2015,36387,125169,86125,83919,68016,0.8105,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/13/2015,36387,125169,86125,75869,59938,0.79,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/14/2015,36387,125169,86125,60926,45317,0.7438,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/15/2015,36387,125169,86125,74194,57290,0.7722,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/16/2015,36387,125169,86125,93933,71318,0.7592,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/17/2015,36387,125169,86125,92333,71315,0.7724,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/18/2015,36387,125169,86125,73084,56457,0.7725,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/19/2015,36387,125169,86125,61253,47601,0.7771,1753422,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/1/2015,34461,118261,81125,32327,23368,0.7229,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/2/2015,34461,118261,81125,58015,40073,0.6907,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/3/2015,34461,118261,81125,47940,29874,0.6232,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/4/2015,34461,118261,81125,48513,34447,0.7101,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/5/2015,34461,118261,81125,48172,40170,0.8339,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/6/2015,34461,118261,81125,48182,36924,0.7663,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/7/2015,34461,118261,81125,47368,38706,0.8171,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/8/2015,34461,118261,81125,46653,40390,0.8658,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/9/2015,34461,118261,81125,43675,38195,0.8745,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/10/2015,34461,118261,81125,41741,37622,0.9013,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/11/2015,34461,118261,81125,41498,37099,0.894,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/12/2015,34461,118261,81125,43038,33916,0.788,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/13/2015,34461,118261,81125,42749,29220,0.6835,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/14/2015,34461,118261,81125,40871,31748,0.7768,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/15/2015,34461,118261,81125,39668,30928,0.7797,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/16/2015,34461,118261,81125,39748,27788,0.6991,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/17/2015,34461,118261,81125,39660,26123,0.6587,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/18/2015,34461,118261,81125,39342,29750,0.7562,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/19/2015,34461,118261,81125,39533,29545,0.7474,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/20/2015,34461,118261,81125,40758,31484,0.7725,854701,4.4,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,PAID,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015 ,Ikea (MEC) GM B&B Q4. Sep 2014 - Aug 2015  - 34461
2/1/2015,36387,132559,86125,14805,6481,0.4378,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/2/2015,36387,132559,86125,13856,6344,0.4579,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/3/2015,36387,132559,86125,15112,6745,0.4463,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/4/2015,36387,132559,86125,13476,6197,0.4599,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/5/2015,36387,132559,86125,9584,5322,0.5553,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/6/2015,36387,132559,86125,8521,4993,0.586,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/7/2015,36387,132559,86125,10038,6524,0.6499,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/8/2015,36387,132559,86125,13938,8733,0.6266,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/9/2015,36387,132559,86125,15009,8782,0.5851,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/10/2015,36387,132559,86125,14605,8850,0.606,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/11/2015,36387,132559,86125,13757,8193,0.5956,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/12/2015,36387,132559,86125,10229,6397,0.6254,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/13/2015,36387,132559,86125,5004,3028,0.6051,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/14/2015,36387,132559,86125,9232,6160,0.6672,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/15/2015,36387,132559,86125,14721,9634,0.6544,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/16/2015,36387,132559,86125,14586,9201,0.6308,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/17/2015,36387,132559,86125,14914,8720,0.5847,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/18/2015,36387,132559,86125,15063,9342,0.6202,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
2/19/2015,36387,132559,86125,14819,9194,0.6204,87652,0,Feb 1 '15 - Feb 28 '15,2/1/2015 0:00,2/28/2015 23:59,Contextual and Demo Targeting BONUS,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015,DIZ/DCL/057_USA_FY15_DCL Port Canaveral Activate Display. Sep - Sep 2015 - 36387
1/22/2015,41569,145073,98033,7679,5355,0.6974,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
1/23/2015,41569,145073,98033,4913,7361,1.4983,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
1/24/2015,41569,145073,98033,5199,5196,0.9994,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
1/25/2015,41569,145073,98033,4472,4539,1.015,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
1/26/2015,41569,145073,98033,5668,4728,0.8342,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
1/27/2015,41569,145073,98033,4089,5805,1.4197,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
1/28/2015,41569,145073,98033,8048,7741,0.9619,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
1/29/2015,41569,145073,98033,16142,15509,0.9608,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
1/30/2015,41569,145073,98033,4843,4788,0.9886,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
1/31/2015,41569,145073,98033,4886,4880,0.9988,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/1/2015,41569,145073,98033,4306,4264,0.9902,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/2/2015,41569,145073,98033,5187,5116,0.9863,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/3/2015,41569,145073,98033,6302,3774,0.5989,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/4/2015,41569,145073,98033,3317,4292,1.2939,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/5/2015,41569,145073,98033,5867,6754,1.1512,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/6/2015,41569,145073,98033,2858,1901,0.6652,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/7/2015,41569,145073,98033,2672,2880,1.0778,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/8/2015,41569,145073,98033,3623,3286,0.907,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/9/2015,41569,145073,98033,4959,3897,0.7858,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/10/2015,41569,145073,98033,5647,5969,1.057,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/11/2015,41569,145073,98033,2948,2665,0.904,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/12/2015,41569,145073,98033,5838,6743,1.155,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/13/2015,41569,145073,98033,2796,2687,0.961,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/14/2015,41569,145073,98033,3237,3078,0.9509,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/15/2015,41569,145073,98033,4370,4028,0.9217,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/16/2015,41569,145073,98033,5820,5492,0.9436,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/17/2015,41569,145073,98033,5645,2588,0.4585,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
2/18/2015,41569,145073,98033,3150,6310,2.0032,600000,4,Nov 17 '14 - Mar 1 '15,11/17/2014 0:00,3/1/2015 23:59,Display - Bonus ,Mayo Clinic Square. Nov 2014 - Mar 2015,Mayo Clinic Square. Nov 2014 - Mar 2015 - 41569
