"state","county","primary_city","zip"
"CA","San Mateo County","Redwood City",94065
"CA","San Mateo County","San Bruno",94066
"CA","San Mateo County","San Carlos",94070
"CA","San Mateo County","San Gregorio",94074
"CA","San Mateo County","South San Francisco",94080
"CA","San Mateo County","South San Francisco",94083
"CA","Santa Clara County","Sunnyvale",94085
"CA","Santa Clara County","Sunnyvale",94086
"CA","Santa Clara County","Sunnyvale",94087
"CA","Santa Clara County","Sunnyvale",94088
"CA","Santa Clara County","Sunnyvale",94089
"CA","San Francisco County","San Francisco",94101
"CA","San Francisco County","San Francisco",94102
"CA","San Francisco County","San Francisco",94103
"CA","San Francisco County","San Francisco",94104
"CA","San Francisco County","San Francisco",94105
"CA","San Francisco County","San Francisco",94106
"CA","San Francisco County","San Francisco",94107
"CA","San Francisco County","San Francisco",94108
"CA","San Francisco County","San Francisco",94109
"CA","San Francisco County","San Francisco",94110
"CA","San Francisco County","San Francisco",94111
"CA","San Francisco County","San Francisco",94112
"CA","San Francisco County","San Francisco",94114
"CA","San Francisco County","San Francisco",94115
"CA","San Francisco County","San Francisco",94116
"CA","San Francisco County","San Francisco",94117
"CA","San Francisco County","San Francisco",94118
"CA","San Francisco County","San Francisco",94119
"CA","San Francisco County","San Francisco",94120
"CA","San Francisco County","San Francisco",94121
"CA","San Francisco County","San Francisco",94122
"CA","San Francisco County","San Francisco",94123
"CA","San Francisco County","San Francisco",94124
"CA","San Francisco County","San Francisco",94125
"CA","San Francisco County","San Francisco",94126
"CA","San Francisco County","San Francisco",94127
"CA","San Francisco County","San Francisco",94128
"CA","San Francisco County","San Francisco",94129
"CA","San Francisco County","San Francisco",94130
"CA","San Francisco County","San Francisco",94131
"CA","San Francisco County","San Francisco",94132
"CA","San Francisco County","San Francisco",94133
"CA","San Francisco County","San Francisco",94134
"CA","San Francisco County","San Francisco",94135
"CA","San Francisco County","San Francisco",94136
"CA","San Francisco County","San Francisco",94137
"CA","San Francisco County","San Francisco",94138
"CA","San Francisco County","San Francisco",94139
"CA","San Francisco County","San Francisco",94140
"CA","San Francisco County","San Francisco",94141
"CA","San Francisco County","San Francisco",94142
"CA","San Francisco County","San Francisco",94143
"CA","San Francisco County","San Francisco",94144
"CA","San Francisco County","San Francisco",94145
"CA","San Francisco County","San Francisco",94146
"CA","San Francisco County","San Francisco",94147
"CA","San Francisco County","San Francisco",94150
"CA","San Francisco County","San Francisco",94151
"CA","San Francisco County","San Francisco",94152
"CA","San Francisco County","San Francisco",94153
"CA","San Francisco County","San Francisco",94154
"CA","San Francisco County","San Francisco",94155
"CA","San Francisco County","San Francisco",94156
"CA","San Francisco County","San Francisco",94158
"CA","San Francisco County","San Francisco",94159
"CA","San Francisco County","San Francisco",94160
"CA","San Francisco County","San Francisco",94161
"CA","San Francisco County","San Francisco",94162
"CA","San Francisco County","San Francisco",94163
"CA","San Francisco County","San Francisco",94164
"CA","San Francisco County","San Francisco",94171
"CA","San Francisco County","San Francisco",94172
"CA","San Francisco County","San Francisco",94175
"CA","San Francisco County","San Francisco",94177
"CA","San Francisco County","San Francisco",94188
"CA","San Francisco County","San Francisco",94199
"CA","Sacramento County","Sacramento",94203
"CA","Sacramento County","Sacramento",94204
"CA","Sacramento County","Sacramento",94205
"CA","Sacramento County","Sacramento",94206
"CA","Sacramento County","Sacramento",94207
"CA","Sacramento County","Sacramento",94208
"CA","Sacramento County","Sacramento",94209
"CA","Sacramento County","Sacramento",94211
"CA","Sacramento County","Sacramento",94229
"CA","Sacramento County","Sacramento",94230
"CA","Sacramento County","Sacramento",94232
"CA","Sacramento County","Sacramento",94234
"CA","Sacramento County","Sacramento",94235
"CA","Sacramento County","Sacramento",94236
"CA","Sacramento County","Sacramento",94237
"CA","Sacramento County","Sacramento",94239
"CA","Sacramento County","Sacramento",94240
"CA","Sacramento County","Sacramento",94244
"CA","Sacramento County","Sacramento",94245
"CA","Sacramento County","Sacramento",94246
"CA","Sacramento County","Sacramento",94247
"CA","Sacramento County","Sacramento",94248
"CA","Sacramento County","Sacramento",94249
"CA","Sacramento County","Sacramento",94250
"CA","Sacramento County","Sacramento",94252
"CA","Sacramento County","Sacramento",94254
"CA","Sacramento County","Sacramento",94256
"CA","Sacramento County","Sacramento",94257
"CA","Sacramento County","Sacramento",94258
"CA","Sacramento County","Sacramento",94259
"CA","Sacramento County","Sacramento",94261
"CA","Sacramento County","Sacramento",94262
"CA","Sacramento County","Sacramento",94263
"CA","Sacramento County","Sacramento",94267
"CA","Sacramento County","Sacramento",94268
"CA","Sacramento County","Sacramento",94269
"CA","Sacramento County","Sacramento",94271
"CA","Sacramento County","Sacramento",94273
"CA","Sacramento County","Sacramento",94274
"CA","Sacramento County","Sacramento",94277
"CA","Sacramento County","Sacramento",94278
"CA","Sacramento County","Sacramento",94279
"CA","Sacramento County","Sacramento",94280
"CA","Sacramento County","Sacramento",94282
"CA","Sacramento County","Sacramento",94283
"CA","Sacramento County","Sacramento",94284
"CA","Sacramento County","Sacramento",94285
"CA","Sacramento County","Sacramento",94286
"CA","Sacramento County","Sacramento",94287
"CA","Sacramento County","Sacramento",94288
"CA","Sacramento County","Sacramento",94289
"CA","Sacramento County","Sacramento",94290
"CA","Sacramento County","Sacramento",94291
"CA","Sacramento County","Sacramento",94293
"CA","Sacramento County","Sacramento",94294
"CA","Sacramento County","Sacramento",94295
"CA","Sacramento County","Sacramento",94296
"CA","Sacramento County","Sacramento",94297
"CA","Sacramento County","Sacramento",94298
"CA","Sacramento County","Sacramento",94299
"CA","Santa Clara County","Palo Alto",94301
"CA","Santa Clara County","Palo Alto",94302
"CA","Santa Clara County","Palo Alto",94303
"CA","Santa Clara County","Palo Alto",94304
"CA","Santa Clara County","Stanford",94305
"CA","Santa Clara County","Palo Alto",94306
"CA","Santa Clara County","Palo Alto",94309
"CA","San Mateo County","San Mateo",94401
"CA","San Mateo County","San Mateo",94402
"CA","San Mateo County","San Mateo",94403
"CA","San Mateo County","San Mateo",94404
"CA","San Mateo County","San Mateo",94497
"CA","Alameda County","Alameda",94501
"CA","Alameda County","Alameda",94502
"CA","Napa County","American Canyon",94503
"CA","Contra Costa County","Discovery Bay",94505
"CA","Contra Costa County","Danville",94506
"CA","Contra Costa County","Alamo",94507
"CA","Napa County","Angwin",94508
"CA","Contra Costa County","Antioch",94509
"CA","Solano County","Benicia",94510
"CA","Contra Costa County","Bethel Island",94511
"CA","Solano County","Birds Landing",94512
"CA","Contra Costa County","Brentwood",94513
"CA","Contra Costa County","Byron",94514
"CA","Napa County","Calistoga",94515
"CA","Contra Costa County","Canyon",94516
"CA","Contra Costa County","Clayton",94517
"CA","Contra Costa County","Concord",94518
"CA","Contra Costa County","Concord",94519
"CA","Contra Costa County","Concord",94520
"CA","Contra Costa County","Concord",94521
"CA","Contra Costa County","Concord",94522
"CA","Contra Costa County","Pleasant Hill",94523
"CA","Contra Costa County","Concord",94524
"CA","Contra Costa County","Crockett",94525
"CA","Contra Costa County","Danville",94526
"CA","Contra Costa County","Concord",94527
"CA","Contra Costa County","Diablo",94528
"CA","Contra Costa County","Concord",94529
"CA","Contra Costa County","El Cerrito",94530
"CA","Contra Costa County","Antioch",94531
"CA","Solano County","Fairfield",94533
"CA","Solano County","Fairfield",94534
"CA","Solano County","Travis Afb",94535
"CA","Alameda County","Fremont",94536
"CA","Alameda County","Fremont",94537
"CA","Alameda County","Fremont",94538
"CA","Alameda County","Fremont",94539
"CA","Alameda County","Hayward",94540
"CA","Alameda County","Hayward",94541
"CA","Alameda County","Hayward",94542
"CA","Alameda County","Hayward",94543
"CA","Alameda County","Hayward",94544
"CA","Alameda County","Hayward",94545
"CA","Alameda County","Castro Valley",94546
"CA","Contra Costa County","Hercules",94547
"CA","Contra Costa County","Knightsen",94548
"CA","Contra Costa County","Lafayette",94549
"CA","Alameda County","Livermore",94550
"CA","Alameda County","Livermore",94551
"CA","Alameda County","Castro Valley",94552
"CA","Contra Costa County","Martinez",94553
"CA","Alameda County","Fremont",94555
"CA","Contra Costa County","Moraga",94556
"CA","Alameda County","Hayward",94557
"CA","Napa County","Napa",94558
"CA","Napa County","Napa",94559
"CA","Alameda County","Newark",94560
"CA","Contra Costa County","Oakley",94561
"CA","Napa County","Oakville",94562
"CA","Contra Costa County","Orinda",94563
"CA","Contra Costa County","Pinole",94564
"CA","Contra Costa County","Pittsburg",94565
"CA","Alameda County","Pleasanton",94566
"CA","Napa County","Pope Valley",94567
"CA","Alameda County","Dublin",94568
"CA","Contra Costa County","Port Costa",94569
"CA","Contra Costa County","Moraga",94570
"CA","Solano County","Rio Vista",94571
"CA","Contra Costa County","Rodeo",94572
"CA","Napa County","Rutherford",94573
"CA","Napa County","Saint Helena",94574
"CA","Contra Costa County","Moraga",94575
"CA","Napa County","Deer Park",94576
"CA","Alameda County","San Leandro",94577
"CA","Alameda County","San Leandro",94578
"CA","Alameda County","San Leandro",94579
"CA","Alameda County","San Lorenzo",94580
"CA","Napa County","Napa",94581
"CA","Contra Costa County","San Ramon",94582
"CA","Contra Costa County","San Ramon",94583
"CA","Solano County","Suisun City",94585
"CA","Alameda County","Sunol",94586
"CA","Alameda County","Union City",94587
"CA","Alameda County","Pleasanton",94588
"CA","Solano County","Vallejo",94589
"CA","Solano County","Vallejo",94590
"CA","Solano County","Vallejo",94591
"CA","Solano County","Vallejo",94592
"CA","Contra Costa County","Walnut Creek",94595
"CA","Contra Costa County","Walnut Creek",94596
"CA","Contra Costa County","Walnut Creek",94597
"CA","Contra Costa County","Walnut Creek",94598
"CA","Napa County","Yountville",94599
"CA","Alameda County","Oakland",94601
"CA","Alameda County","Oakland",94602
"CA","Alameda County","Oakland",94603
"CA","Alameda County","Oakland",94604
"CA","Alameda County","Oakland",94605
"CA","Alameda County","Oakland",94606
"CA","Alameda County","Oakland",94607
"CA","Alameda County","Emeryville",94608
"CA","Alameda County","Oakland",94609
"CA","Alameda County","Oakland",94610
"CA","Alameda County","Oakland",94611
"CA","Alameda County","Oakland",94612
"CA","Alameda County","Oakland",94613
"CA","Alameda County","Oakland",94614
"CA","Alameda County","Oakland",94615
"CA","Alameda County","Oakland",94617
"CA","Alameda County","Oakland",94618
"CA","Alameda County","Oakland",94619
"CA","Alameda County","Piedmont",94620
"CA","Alameda County","Oakland",94621
"CA","Alameda County","Oakland",94622
"CA","Alameda County","Oakland",94623
"CA","Alameda County","Oakland",94624
"CA","Alameda County","Oakland",94625
"CA","Alameda County","Oakland",94649
"CA","Alameda County","Oakland",94659
"CA","Alameda County","Oakland",94660
"CA","Alameda County","Oakland",94661
"CA","Alameda County","Emeryville",94662
"CA","Alameda County","Oakland",94666
"CA","Alameda County","Berkeley",94701
"CA","Alameda County","Berkeley",94702
"CA","Alameda County","Berkeley",94703
"CA","Alameda County","Berkeley",94704
"CA","Alameda County","Berkeley",94705
"CA","Alameda County","Albany",94706
"CA","Alameda County","Berkeley",94707
"CA","Alameda County","Berkeley",94708
"CA","Alameda County","Berkeley",94709
"CA","Alameda County","Berkeley",94710
"CA","Alameda County","Berkeley",94712
"CA","Alameda County","Berkeley",94720
"CA","Contra Costa County","Richmond",94801
"CA","Contra Costa County","Richmond",94802
"CA","Contra Costa County","El Sobrante",94803
"CA","Contra Costa County","Richmond",94804
"CA","Contra Costa County","Richmond",94805
"CA","Contra Costa County","San Pablo",94806
"CA","Contra Costa County","Richmond",94807
"CA","Contra Costa County","Richmond",94808
"CA","Contra Costa County","El Sobrante",94820
"CA","Contra Costa County","Richmond",94850
"CA","Marin County","San Rafael",94901
"CA","Marin County","San Rafael",94903
"CA","Marin County","Greenbrae",94904
"CA","Marin County","San Rafael",94912
"CA","Marin County","San Rafael",94913
"CA","Marin County","Kentfield",94914
"CA","Marin County","San Rafael",94915
"CA","Marin County","Belvedere Tiburon",94920
"CA","Sonoma County","Bodega",94922
"CA","Sonoma County","Bodega Bay",94923
"CA","Marin County","Bolinas",94924
"CA","Marin County","Corte Madera",94925
"CA","Sonoma County","Rohnert Park",94926
"CA","Sonoma County","Rohnert Park",94927
"CA","Sonoma County","Rohnert Park",94928
"CA","Marin County","Dillon Beach",94929
"CA","Marin County","Fairfax",94930
"CA","Sonoma County","Cotati",94931
"CA","Marin County","Forest Knolls",94933
"CA","Marin County","Inverness",94937
"CA","Marin County","Lagunitas",94938
"CA","Marin County","Larkspur",94939
"CA","Marin County","Marshall",94940
"CA","Marin County","Mill Valley",94941
"CA","Marin County","Mill Valley",94942
"CA","Marin County","Novato",94945
"CA","Marin County","Nicasio",94946
"CA","Marin County","Novato",94947
"CA","Marin County","Novato",94948
"CA","Marin County","Novato",94949
"CA","Marin County","Olema",94950
"CA","Sonoma County","Penngrove",94951
"CA","Sonoma County","Petaluma",94952
"CA","Sonoma County","Petaluma",94953
"CA","Sonoma County","Petaluma",94954
"CA","Sonoma County","Petaluma",94955
"CA","Marin County","Point Reyes Station",94956
"CA","Marin County","Ross",94957
"CA","Marin County","San Anselmo",94960
"CA","Marin County","San Geronimo",94963
"CA","Marin County","San Quentin",94964
"CA","Marin County","Sausalito",94965
"CA","Marin County","Sausalito",94966
"CA","Marin County","Stinson Beach",94970
"CA","Marin County","Tomales",94971
"CA","Sonoma County","Valley Ford",94972
"CA","Marin County","Woodacre",94973
"CA","Marin County","San Quentin",94974
"CA","Sonoma County","Petaluma",94975
"CA","Marin County","Corte Madera",94976
"CA","Marin County","Larkspur",94977
"CA","Marin County","Fairfax",94978
"CA","Marin County","San Anselmo",94979
"CA","Marin County","Novato",94998
"CA","Sonoma County","Petaluma",94999
"CA","Santa Cruz County","Aptos",95001
"CA","Santa Clara County","Alviso",95002
"CA","Santa Cruz County","Aptos",95003
"CA","Monterey County","Aromas",95004
"CA","Santa Cruz County","Ben Lomond",95005
"CA","Santa Cruz County","Boulder Creek",95006
"CA","Santa Cruz County","Brookdale",95007
"CA","Santa Clara County","Campbell",95008
"CA","Santa Clara County","Campbell",95009
"CA","Santa Cruz County","Capitola",95010
"CA","Santa Clara County","Campbell",95011
"CA","Monterey County","Castroville",95012
"CA","Santa Clara County","Coyote",95013
"CA","Santa Clara County","Cupertino",95014
"CA","Santa Clara County","Cupertino",95015
"CA","Santa Cruz County","Davenport",95017
"CA","Santa Cruz County","Felton",95018
"CA","Santa Cruz County","Freedom",95019
"CA","Santa Clara County","Gilroy",95020
"CA","Santa Clara County","Gilroy",95021
"CA","San Benito County","Hollister",95023
"CA","San Benito County","Hollister",95024
"CA","Santa Clara County","Holy City",95026
"CA","Santa Clara County","Los Gatos",95030
"CA","Santa Clara County","Los Gatos",95031
"CA","Santa Clara County","Los Gatos",95032
"CA","Santa Clara County","Los Gatos",95033
"CA","Santa Clara County","Milpitas",95035
"CA","Santa Clara County","Milpitas",95036
"CA","Santa Clara County","Morgan Hill",95037
"CA","Santa Clara County","Morgan Hill",95038
"CA","Monterey County","Moss Landing",95039
"CA","Santa Cruz County","Mount Hermon",95041
"CA","Santa Clara County","New Almaden",95042
"CA","San Benito County","Paicines",95043
"CA","Santa Clara County","Redwood Estates",95044
"CA","San Benito County","San Juan Bautista",95045
"CA","Santa Clara County","San Martin",95046
"CA","Santa Clara County","Santa Clara",95050
"CA","Santa Clara County","Santa Clara",95051
"CA","Santa Clara County","Santa Clara",95052
"CA","Santa Clara County","Santa Clara",95053
"CA","Santa Clara County","Santa Clara",95054
"CA","Santa Clara County","Santa Clara",95055
"CA","Santa Clara County","Santa Clara",95056
"CA","Santa Cruz County","Santa Cruz",95060
"CA","Santa Cruz County","Santa Cruz",95061
"CA","Santa Cruz County","Santa Cruz",95062
"CA","Santa Cruz County","Santa Cruz",95063
"CA","Santa Cruz County","Santa Cruz",95064
"CA","Santa Cruz County","Santa Cruz",95065
"CA","Santa Cruz County","Scotts Valley",95066
"CA","Santa Cruz County","Scotts Valley",95067
"CA","Santa Clara County","Saratoga",95070
"CA","Santa Clara County","Saratoga",95071
"CA","Santa Cruz County","Soquel",95073
"CA","San Benito County","Tres Pinos",95075
"CA","Santa Cruz County","Watsonville",95076
"CA","Santa Cruz County","Watsonville",95077
"CA","Santa Clara County","San Jose",95101
"CA","Santa Clara County","San Jose",95103
"CA","Santa Clara County","San Jose",95106
"CA","Santa Clara County","San Jose",95108
"CA","Santa Clara County","San Jose",95109
"CA","Santa Clara County","San Jose",95110
"CA","Santa Clara County","San Jose",95111
"CA","Santa Clara County","San Jose",95112
"CA","Santa Clara County","San Jose",95113
"CA","Santa Clara County","San Jose",95115
"CA","Santa Clara County","San Jose",95116
"CA","Santa Clara County","San Jose",95117
"CA","Santa Clara County","San Jose",95118
"CA","Santa Clara County","San Jose",95119
"CA","Santa Clara County","San Jose",95120
"CA","Santa Clara County","San Jose",95121
"CA","Santa Clara County","San Jose",95122
"CA","Santa Clara County","San Jose",95123
"CA","Santa Clara County","San Jose",95124
"CA","Santa Clara County","San Jose",95125
"CA","Santa Clara County","San Jose",95126
"CA","Santa Clara County","San Jose",95127
"CA","Santa Clara County","San Jose",95128
"CA","Santa Clara County","San Jose",95129
"CA","Santa Clara County","San Jose",95130
"CA","Santa Clara County","San Jose",95131
"CA","Santa Clara County","San Jose",95132
"CA","Santa Clara County","San Jose",95133
"CA","Santa Clara County","San Jose",95134
"CA","Santa Clara County","San Jose",95135
"CA","Santa Clara County","San Jose",95136
"CA","Santa Clara County","San Jose",95138
"CA","Santa Clara County","San Jose",95139
"CA","Santa Clara County","Mount Hamilton",95140
"CA","Santa Clara County","San Jose",95141
"CA","Santa Clara County","San Jose",95148
"CA","Santa Clara County","San Jose",95150
"CA","Santa Clara County","San Jose",95151
"CA","Santa Clara County","San Jose",95152
"CA","Santa Clara County","San Jose",95153
"CA","Santa Clara County","San Jose",95154
"CA","Santa Clara County","San Jose",95155
"CA","Santa Clara County","San Jose",95156
"CA","Santa Clara County","San Jose",95157
"CA","Santa Clara County","San Jose",95158
"CA","Santa Clara County","San Jose",95159
"CA","Santa Clara County","San Jose",95160
"CA","Santa Clara County","San Jose",95161
"CA","Santa Clara County","San Jose",95164
"CA","Santa Clara County","San Jose",95170
"CA","Santa Clara County","San Jose",95172
"CA","Santa Clara County","San Jose",95173
"CA","Santa Clara County","San Jose",95190
"CA","Santa Clara County","San Jose",95191
"CA","Santa Clara County","San Jose",95192
"CA","Santa Clara County","San Jose",95193
"CA","Santa Clara County","San Jose",95194
"CA","Santa Clara County","San Jose",95196
"CA","San Joaquin County","Stockton",95201
"CA","San Joaquin County","Stockton",95202
"CA","San Joaquin County","Stockton",95203
"CA","San Joaquin County","Stockton",95204
"CA","San Joaquin County","Stockton",95205
"CA","San Joaquin County","Stockton",95206
"CA","San Joaquin County","Stockton",95207
"CA","San Joaquin County","Stockton",95208
"CA","San Joaquin County","Stockton",95209
"CA","San Joaquin County","Stockton",95210
"CA","San Joaquin County","Stockton",95211
"CA","San Joaquin County","Stockton",95212
"CA","San Joaquin County","Stockton",95213
"CA","San Joaquin County","Stockton",95215
"CA","San Joaquin County","Stockton",95219
"CA","San Joaquin County","Acampo",95220
"CA","Calaveras County","Altaville",95221
"CA","Calaveras County","Angels Camp",95222
"CA","Calaveras County","Arnold",95223
"CA","Calaveras County","Avery",95224
"CA","Calaveras County","Burson",95225
"CA","Calaveras County","Campo Seco",95226
"CA","San Joaquin County","Clements",95227
"CA","Calaveras County","Copperopolis",95228
"CA","Calaveras County","Douglas Flat",95229
"CA","Stanislaus County","Farmington",95230
"CA","San Joaquin County","French Camp",95231
"CA","Calaveras County","Glencoe",95232
"CA","Calaveras County","Hathaway Pines",95233
"CA","San Joaquin County","Holt",95234
"CA","San Joaquin County","Linden",95236
"CA","San Joaquin County","Lockeford",95237
"CA","San Joaquin County","Lodi",95240
"CA","San Joaquin County","Lodi",95241
"CA","San Joaquin County","Lodi",95242
"CA","Calaveras County","Mokelumne Hill",95245
"CA","Calaveras County","Mountain Ranch",95246
"CA","Calaveras County","Murphys",95247
"CA","Calaveras County","Rail Road Flat",95248
"CA","Calaveras County","San Andreas",95249
"CA","Calaveras County","San Andreas",95250
"CA","Calaveras County","Vallecito",95251
"CA","Calaveras County","Valley Springs",95252
"CA","San Joaquin County","Victor",95253
"CA","Calaveras County","Wallace",95254
"CA","Calaveras County","West Point",95255
"CA","Calaveras County","Wilseyville",95257
"CA","San Joaquin County","Woodbridge",95258
"CA","San Joaquin County","Stockton",95267
"CA","San Joaquin County","Stockton",95269
"CA","San Joaquin County","Stockton",95296
"CA","San Joaquin County","Stockton",95297
"CA","Merced County","Atwater",95301
"CA","Merced County","Ballico",95303
"CA","San Joaquin County","Tracy",95304
"CA","Tuolumne County","Big Oak Flat",95305
"CA","Mariposa County","Catheys Valley",95306
"CA","Stanislaus County","Ceres",95307
"CA","Tuolumne County","Chinese Camp",95309
"CA","Tuolumne County","Columbia",95310
"CA","Mariposa County","Coulterville",95311
"CA","Merced County","Cressey",95312
"CA","Stanislaus County","Crows Landing",95313
"CA","Tuolumne County","Pinecrest",95314
"CA","Merced County","Delhi",95315
"CA","Stanislaus County","Denair",95316
"CA","Merced County","El Nido",95317
"CA","Mariposa County","El Portal",95318
"CA","Stanislaus County","Empire",95319
"CA","San Joaquin County","Escalon",95320
"CA","Tuolumne County","Groveland",95321
"CA","Merced County","Gustine",95322
"CA","Stanislaus County","Hickman",95323
"CA","Merced County","Hilmar",95324
"CA","Mariposa County","Hornitos",95325
"CA","Stanislaus County","Hughson",95326
"CA","Tuolumne County","Jamestown",95327
"CA","Stanislaus County","Keyes",95328
"CA","Mariposa County","La Grange",95329
"CA","San Joaquin County","Lathrop",95330
"CA","Merced County","Le Grand",95333
"CA","Merced County","Livingston",95334
"CA","Tuolumne County","Long Barn",95335
"CA","San Joaquin County","Manteca",95336
"CA","San Joaquin County","Manteca",95337
"CA","Mariposa County","Mariposa",95338
"CA","Merced County","Merced",95340
"CA","Merced County","Merced",95341
"CA","Merced County","Merced",95343
"CA","Merced County","Merced",95344
"CA","Mariposa County","Midpines",95345
"CA","Tuolumne County","Mi Wuk Village",95346
"CA","Tuolumne County","Moccasin",95347
"CA","Merced County","Merced",95348
"CA","Stanislaus County","Modesto",95350
"CA","Stanislaus County","Modesto",95351
"CA","Stanislaus County","Modesto",95352
"CA","Stanislaus County","Modesto",95353
"CA","Stanislaus County","Modesto",95354
"CA","Stanislaus County","Modesto",95355
"CA","Stanislaus County","Modesto",95356
"CA","Stanislaus County","Modesto",95357
"CA","Stanislaus County","Modesto",95358
"CA","Stanislaus County","Newman",95360
"CA","Stanislaus County","Oakdale",95361
"CA","Stanislaus County","Patterson",95363
"CA","Tuolumne County","Pinecrest",95364
"CA","Merced County","Planada",95365
"CA","San Joaquin County","Ripon",95366
"CA","Stanislaus County","Riverbank",95367
"CA","Stanislaus County","Salida",95368
"CA","Merced County","Snelling",95369
"CA","Tuolumne County","Sonora",95370
"CA","Tuolumne County","Soulsbyville",95372
"CA","Tuolumne County","Standard",95373
"CA","Merced County","Stevinson",95374
"CA","Tuolumne County","Strawberry",95375
"CA","San Joaquin County","Tracy",95376
"CA","San Joaquin County","Tracy",95377
"CA","San Joaquin County","Tracy",95378
"CA","Tuolumne County","Tuolumne",95379
"CA","Stanislaus County","Turlock",95380
"CA","Stanislaus County","Turlock",95381
"CA","Stanislaus County","Turlock",95382
"CA","Tuolumne County","Twain Harte",95383
"CA","Stanislaus County","Vernalis",95385
"CA","Stanislaus County","Waterford",95386
"CA","Stanislaus County","Westley",95387
"CA","Merced County","Winton",95388
"CA","Mariposa County","Yosemite National Park",95389
"CA","San Joaquin County","Tracy",95391
"CA","Stanislaus County","Modesto",95397
"CA","Sonoma County","Santa Rosa",95401
"CA","Sonoma County","Santa Rosa",95402
"CA","Sonoma County","Santa Rosa",95403
"CA","Sonoma County","Santa Rosa",95404
"CA","Sonoma County","Santa Rosa",95405
"CA","Sonoma County","Santa Rosa",95406
"CA","Sonoma County","Santa Rosa",95407
"CA","Sonoma County","Santa Rosa",95409
"CA","Mendocino County","Albion",95410
"CA","Sonoma County","Annapolis",95412
"CA","Mendocino County","Boonville",95415
"CA","Sonoma County","Boyes Hot Springs",95416
"CA","Mendocino County","Branscomb",95417
"CA","Mendocino County","Calpella",95418
"CA","Sonoma County","Camp Meeker",95419
"CA","Mendocino County","Caspar",95420
"CA","Sonoma County","Cazadero",95421
"CA","Lake County","Clearlake",95422
"CA","Lake County","Clearlake Oaks",95423
"CA","Lake County","Clearlake Park",95424
"CA","Sonoma County","Cloverdale",95425
"CA","Lake County","Cobb",95426
"CA","Mendocino County","Comptche",95427
"CA","Mendocino County","Covelo",95428
"CA","Mendocino County","Dos Rios",95429
"CA","Sonoma County","Duncans Mills",95430
"CA","Sonoma County","Eldridge",95431
"CA","Mendocino County","Elk",95432
"CA","Sonoma County","El Verano",95433
"CA","Lake County","Finley",95435
"CA","Sonoma County","Forestville",95436
"CA","Mendocino County","Fort Bragg",95437
"CA","Sonoma County","Fulton",95439
"CA","Sonoma County","Geyserville",95441
"CA","Sonoma County","Glen Ellen",95442
"CA","Lake County","Glenhaven",95443
"CA","Sonoma County","Graton",95444
"CA","Mendocino County","Gualala",95445
"CA","Sonoma County","Guerneville",95446
"CA","Sonoma County","Healdsburg",95448
"CA","Mendocino County","Hopland",95449
"CA","Sonoma County","Jenner",95450
"CA","Lake County","Kelseyville",95451
"CA","Sonoma County","Kenwood",95452
"CA","Lake County","Lakeport",95453
"CA","Mendocino County","Laytonville",95454
"CA","Mendocino County","Little River",95456
"CA","Lake County","Lower Lake",95457
"CA","Lake County","Lucerne",95458
"CA","Mendocino County","Manchester",95459
"CA","Mendocino County","Mendocino",95460
"CA","Lake County","Middletown",95461
"CA","Sonoma County","Monte Rio",95462
"CA","Mendocino County","Navarro",95463
"CA","Lake County","Nice",95464
"CA","Sonoma County","Occidental",95465
"CA","Mendocino County","Philo",95466
"CA","Lake County","Hidden Valley Lake",95467
"CA","Mendocino County","Point Arena",95468
"CA","Lake County","Potter Valley",95469
"CA","Mendocino County","Redwood Valley",95470
"CA","Sonoma County","Rio Nido",95471
"CA","Sonoma County","Sebastopol",95472
"CA","Sonoma County","Sebastopol",95473
"CA","Sonoma County","Sonoma",95476
"CA","Sonoma County","Stewarts Point",95480
"CA","Mendocino County","Talmage",95481
"CA","Mendocino County","Ukiah",95482
"CA","Lake County","Upper Lake",95485
"CA","Sonoma County","Villa Grande",95486
"CA","Sonoma County","Vineburg",95487
"CA","Mendocino County","Westport",95488
"CA","Mendocino County","Willits",95490
"CA","Sonoma County","Windsor",95492
"CA","Lake County","Witter Springs",95493
"CA","Mendocino County","Yorkville",95494
"CA","Sonoma County","The Sea Ranch",95497
"CA","Humboldt County","Eureka",95501
"CA","Humboldt County","Eureka",95502
"CA","Humboldt County","Eureka",95503
"CA","Humboldt County","Alderpoint",95511
"CA","Humboldt County","Blocksburg",95514
"CA","Humboldt County","Arcata",95518
"CA","Humboldt County","Mckinleyville",95519
"CA","Humboldt County","Arcata",95521
"CA","Humboldt County","Bayside",95524
"CA","Humboldt County","Blue Lake",95525
"CA","Humboldt County","Bridgeville",95526
"CA","Trinity County","Burnt Ranch",95527
"CA","Humboldt County","Carlotta",95528
"CA","Del Norte County","Crescent City",95531
"CA","Del Norte County","Crescent City",95532
"CA","Humboldt County","Cutten",95534
"CA","Humboldt County","Ferndale",95536
"CA","Humboldt County","Fields Landing",95537
"CA","Del Norte County","Fort Dick",95538
"CA","Humboldt County","Fortuna",95540
"CA","Humboldt County","Garberville",95542
"CA","Del Norte County","Gasquet",95543
"CA","Humboldt County","Honeydew",95545
"CA","Humboldt County","Hoopa",95546
"CA","Humboldt County","Hydesville",95547
"CA","Del Norte County","Klamath",95548
"CA","Humboldt County","Kneeland",95549
"CA","Humboldt County","Korbel",95550
"CA","Humboldt County","Loleta",95551
"CA","Trinity County","Mad River",95552
