GHCND:USC00045280,STATION,STATION_NAME,DATE,YEAR,MONTH,DAY,MDPR,MDSF,DAPR,DASF,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS,WT01,WT05,WT04,WT03
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980508,1998,5,8,-9999,-9999,-9999,-9999,112,0,0,100,-11,11,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980509,1998,5,9,-9999,-9999,-9999,-9999,5,0,0,111,11,33,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980510,1998,5,10,-9999,-9999,-9999,-9999,10,0,0,72,-39,-17,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980511,1998,5,11,-9999,-9999,-9999,-9999,0,0,0,83,-44,0,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980512,1998,5,12,-9999,-9999,-9999,-9999,20,-9999,38,111,-33,-17,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980513,1998,5,13,-9999,-9999,-9999,-9999,10,-9999,13,6,-61,-39,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980514,1998,5,14,-9999,-9999,-9999,-9999,0,-9999,0,39,-39,-11,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980515,1998,5,15,-9999,-9999,-9999,-9999,0,-9999,0,78,-39,-17,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980516,1998,5,16,-9999,-9999,-9999,-9999,0,-9999,0,111,-11,11,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980517,1998,5,17,-9999,-9999,-9999,-9999,41,51,51,39,-44,-6,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980518,1998,5,18,-9999,-9999,-9999,-9999,0,-9999,0,106,-50,0,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980519,1998,5,19,-9999,-9999,-9999,-9999,0,-9999,0,133,0,67,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980520,1998,5,20,-9999,-9999,-9999,-9999,0,0,0,133,0,39,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980521,1998,5,21,-9999,-9999,-9999,-9999,0,0,0,133,-22,17,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980522,1998,5,22,-9999,-9999,-9999,-9999,33,51,51,128,-50,-28,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980523,1998,5,23,-9999,-9999,-9999,-9999,0,-9999,0,144,-28,39,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980524,1998,5,24,-9999,-9999,-9999,-9999,0,-9999,0,128,-28,61,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980525,1998,5,25,-9999,-9999,-9999,-9999,0,0,0,167,-28,50,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980526,1998,5,26,-9999,-9999,-9999,-9999,48,51,51,117,-44,-39,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980527,1998,5,27,-9999,-9999,-9999,-9999,0,-9999,0,22,-61,22,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980528,1998,5,28,-9999,-9999,-9999,-9999,0,-9999,0,106,-22,39,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980529,1998,5,29,-9999,-9999,-9999,-9999,69,51,51,117,-39,-6,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980530,1998,5,30,-9999,-9999,-9999,-9999,0,-9999,0,67,-61,-11,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980531,1998,5,31,-9999,-9999,-9999,-9999,0,-9999,0,167,-28,39,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980601,1998,6,1,-9999,-9999,-9999,-9999,0,0,0,200,-22,39,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980602,1998,6,2,-9999,-9999,-9999,-9999,0,0,0,206,39,67,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980603,1998,6,3,-9999,-9999,-9999,-9999,51,0,0,144,6,6,-9999,-9999,1,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980604,1998,6,4,-9999,-9999,-9999,-9999,0,0,0,83,-28,83,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980605,1998,6,5,-9999,-9999,-9999,-9999,0,0,0,144,-11,61,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980606,1998,6,6,-9999,-9999,-9999,-9999,0,0,0,161,22,67,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980607,1998,6,7,-9999,-9999,-9999,-9999,124,0,0,189,0,39,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980608,1998,6,8,-9999,-9999,-9999,-9999,0,0,0,156,-11,39,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980609,1998,6,9,-9999,-9999,-9999,-9999,64,0,0,133,11,44,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980610,1998,6,10,-9999,-9999,-9999,-9999,15,0,0,150,0,44,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980611,1998,6,11,-9999,-9999,-9999,-9999,8,0,0,100,22,39,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980612,1998,6,12,-9999,-9999,-9999,-9999,84,0,0,111,28,44,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980613,1998,6,13,-9999,-9999,-9999,-9999,211,0,0,94,11,50,-9999,1,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980614,1998,6,14,-9999,-9999,-9999,-9999,0,0,0,161,6,56,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980615,1998,6,15,-9999,-9999,-9999,-9999,0,0,0,200,67,111,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980616,1998,6,16,-9999,-9999,-9999,-9999,0,0,0,211,50,117,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980617,1998,6,17,-9999,-9999,-9999,-9999,0,0,0,211,-39,28,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980618,1998,6,18,-9999,-9999,-9999,-9999,0,0,0,211,6,72,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980619,1998,6,19,-9999,-9999,-9999,-9999,0,0,0,200,67,111,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980620,1998,6,20,-9999,-9999,-9999,-9999,0,0,0,211,44,106,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980621,1998,6,21,-9999,-9999,-9999,-9999,0,0,0,206,39,94,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980622,1998,6,22,-9999,-9999,-9999,-9999,0,0,0,206,89,83,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980623,1998,6,23,-9999,-9999,-9999,-9999,0,0,0,178,17,83,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980624,1998,6,24,-9999,-9999,-9999,-9999,0,0,0,178,22,89,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980625,1998,6,25,-9999,-9999,-9999,-9999,0,0,0,200,78,94,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980626,1998,6,26,-9999,-9999,-9999,-9999,0,0,0,183,6,94,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980627,1998,6,27,-9999,-9999,-9999,-9999,0,0,0,211,11,56,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980628,1998,6,28,-9999,-9999,-9999,-9999,0,0,0,239,56,133,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980629,1998,6,29,-9999,-9999,-9999,-9999,0,0,0,228,72,156,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980630,1998,6,30,-9999,-9999,-9999,-9999,0,0,0,228,72,133,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980701,1998,7,1,-9999,-9999,-9999,-9999,0,0,0,228,128,156,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980702,1998,7,2,-9999,-9999,-9999,-9999,0,0,0,233,56,122,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980703,1998,7,3,-9999,-9999,-9999,-9999,0,0,0,228,39,83,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980704,1998,7,4,-9999,-9999,-9999,-9999,0,0,0,233,56,78,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980705,1998,7,5,-9999,-9999,-9999,-9999,0,0,0,228,33,72,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980706,1998,7,6,-9999,-9999,-9999,-9999,0,0,0,239,33,83,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980707,1998,7,7,-9999,-9999,-9999,-9999,0,0,0,244,50,89,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980708,1998,7,8,-9999,-9999,-9999,-9999,0,0,0,256,67,106,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980709,1998,7,9,-9999,-9999,-9999,-9999,0,0,0,267,61,122,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980710,1998,7,10,-9999,-9999,-9999,-9999,0,0,0,239,72,106,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980711,1998,7,11,-9999,-9999,-9999,-9999,0,0,0,222,72,111,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980712,1998,7,12,-9999,-9999,-9999,-9999,0,0,0,256,50,89,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980713,1998,7,13,-9999,-9999,-9999,-9999,0,0,0,272,94,144,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980714,1998,7,14,-9999,-9999,-9999,-9999,0,0,0,261,61,133,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980715,1998,7,15,-9999,-9999,-9999,-9999,0,0,0,289,61,283,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980716,1998,7,16,-9999,-9999,-9999,-9999,0,0,0,294,61,111,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980717,1998,7,17,-9999,-9999,-9999,-9999,0,0,0,306,106,133,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980718,1998,7,18,-9999,-9999,-9999,-9999,0,0,0,306,128,156,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980719,1998,7,19,-9999,-9999,-9999,-9999,0,0,0,306,100,122,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980720,1998,7,20,-9999,-9999,-9999,-9999,0,0,0,267,94,144,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980721,1998,7,21,-9999,-9999,-9999,-9999,0,0,0,267,106,144,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980722,1998,7,22,-9999,-9999,-9999,-9999,0,0,0,250,106,106,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980723,1998,7,23,-9999,-9999,-9999,-9999,0,0,0,228,100,-9999,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980724,1998,7,24,-9999,-9999,-9999,-9999,0,0,0,206,78,122,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980725,1998,7,25,-9999,-9999,-9999,-9999,0,0,0,211,39,61,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980726,1998,7,26,-9999,-9999,-9999,-9999,0,0,0,250,56,-9999,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980727,1998,7,27,-9999,-9999,-9999,-9999,0,0,0,228,67,89,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980728,1998,7,28,-9999,-9999,-9999,-9999,0,0,0,278,78,117,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980729,1998,7,29,-9999,-9999,-9999,-9999,0,0,0,244,94,133,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980730,1998,7,30,-9999,-9999,-9999,-9999,0,0,0,278,72,111,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980731,1998,7,31,-9999,-9999,-9999,-9999,0,0,0,206,56,33,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980801,1998,8,1,-9999,-9999,-9999,-9999,0,0,0,217,33,56,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980802,1998,8,2,-9999,-9999,-9999,-9999,0,0,0,267,56,78,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980803,1998,8,3,-9999,-9999,-9999,-9999,0,0,0,283,67,83,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980804,1998,8,4,-9999,-9999,-9999,-9999,0,0,0,294,67,83,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980805,1998,8,5,-9999,-9999,-9999,-9999,0,0,0,311,122,144,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980806,1998,8,6,-9999,-9999,-9999,-9999,0,0,0,283,133,183,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980807,1998,8,7,-9999,-9999,-9999,-9999,381,0,0,256,72,106,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980808,1998,8,8,-9999,-9999,-9999,-9999,0,0,0,261,133,156,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980809,1998,8,9,-9999,-9999,-9999,-9999,0,0,0,256,78,111,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980810,1998,8,10,-9999,-9999,-9999,-9999,0,0,0,261,72,50,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980811,1998,8,11,-9999,-9999,-9999,-9999,0,0,0,278,83,100,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980812,1998,8,12,-9999,-9999,-9999,-9999,0,0,0,289,89,106,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980813,1998,8,13,-9999,-9999,-9999,-9999,0,0,0,294,106,117,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980814,1998,8,14,-9999,-9999,-9999,-9999,0,0,0,300,94,117,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980815,1998,8,15,-9999,-9999,-9999,-9999,0,0,0,294,94,117,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980816,1998,8,16,-9999,-9999,-9999,-9999,0,0,0,267,83,111,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980817,1998,8,17,-9999,-9999,-9999,-9999,0,0,0,267,83,122,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980818,1998,8,18,-9999,-9999,-9999,-9999,0,0,0,211,72,94,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980819,1998,8,19,-9999,-9999,-9999,-9999,0,0,0,211,33,56,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980820,1998,8,20,-9999,-9999,-9999,-9999,0,0,0,206,22,44,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980821,1998,8,21,-9999,-9999,-9999,-9999,0,0,0,228,11,39,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980822,1998,8,22,-9999,-9999,-9999,-9999,0,0,0,239,11,50,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980823,1998,8,23,-9999,-9999,-9999,-9999,0,0,0,267,50,139,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980824,1998,8,24,-9999,-9999,-9999,-9999,0,0,0,261,22,56,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980825,1998,8,25,-9999,-9999,-9999,-9999,0,0,0,261,56,161,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980826,1998,8,26,-9999,-9999,-9999,-9999,0,0,0,261,56,89,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980827,1998,8,27,-9999,-9999,-9999,-9999,0,0,0,111,89,106,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980828,1998,8,28,-9999,-9999,-9999,-9999,0,0,0,228,33,44,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980829,1998,8,29,-9999,-9999,-9999,-9999,0,0,0,278,44,83,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980830,1998,8,30,-9999,-9999,-9999,-9999,0,0,0,300,83,94,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19980831,1998,8,31,-9999,-9999,-9999,-9999,0,0,0,272,144,83,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981001,1998,10,1,-9999,-9999,-9999,-9999,0,-9999,0,133,-11,28,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981002,1998,10,2,-9999,-9999,-9999,-9999,0,-9999,0,150,28,89,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981003,1998,10,3,-9999,-9999,-9999,-9999,0,-9999,0,150,28,28,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981004,1998,10,4,-9999,-9999,-9999,-9999,0,-9999,0,89,-50,-44,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981005,1998,10,5,-9999,-9999,-9999,-9999,0,-9999,0,161,-44,-28,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981006,1998,10,6,-9999,-9999,-9999,-9999,0,-9999,0,150,-44,-33,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981007,1998,10,7,-9999,-9999,-9999,-9999,0,-9999,0,161,-33,-22,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981008,1998,10,8,-9999,-9999,-9999,-9999,0,-9999,0,167,61,67,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981009,1998,10,9,-9999,-9999,-9999,-9999,0,-9999,0,172,-39,50,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981010,1998,10,10,-9999,-9999,-9999,-9999,0,-9999,0,167,0,0,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981011,1998,10,11,-9999,-9999,-9999,-9999,0,-9999,0,189,-39,-28,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981012,1998,10,12,-9999,-9999,-9999,-9999,0,-9999,0,189,-33,-11,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981013,1998,10,13,-9999,-9999,-9999,-9999,0,-9999,0,189,-6,72,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981014,1998,10,14,-9999,-9999,-9999,-9999,0,-9999,0,150,44,56,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981015,1998,10,15,-9999,-9999,-9999,-9999,0,-9999,0,144,-28,-28,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981016,1998,10,16,-9999,-9999,-9999,-9999,0,-9999,0,111,-33,-56,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981017,1998,10,17,-9999,-9999,-9999,-9999,0,-9999,0,72,-111,-106,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981018,1998,10,18,-9999,-9999,-9999,-9999,0,-9999,0,128,-106,-67,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981019,1998,10,19,-9999,-9999,-9999,-9999,0,-9999,0,144,-50,-50,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981020,1998,10,20,-9999,-9999,-9999,-9999,0,-9999,0,139,-50,-33,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981021,1998,10,21,-9999,-9999,-9999,-9999,0,-9999,0,144,-33,-11,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981022,1998,10,22,-9999,-9999,-9999,-9999,0,-9999,0,128,-39,-22,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981023,1998,10,23,-9999,-9999,-9999,-9999,0,-9999,0,144,-44,-33,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981024,1998,10,24,-9999,-9999,-9999,-9999,0,-9999,0,156,-17,72,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981025,1998,10,25,-9999,-9999,-9999,-9999,18,76,64,111,-39,-39,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981026,1998,10,26,-9999,-9999,-9999,-9999,38,-9999,0,22,22,22,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981027,1998,10,27,-9999,-9999,-9999,-9999,0,-9999,0,22,22,22,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981028,1998,10,28,-9999,-9999,-9999,-9999,0,-9999,0,156,0,50,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981029,1998,10,29,-9999,-9999,-9999,-9999,0,-9999,0,106,0,22,-9999,-9999,-9999,-9999
GHCND:USC00045280,GHCND:USC00045280,MAMMOTH LAKES R S CA US,19981030,1998,10,30,-9999,-9999,-9999,-9999,38,25,0,83,-28,-28,-9999,-9999,-9999,-9999
