tactic_id,media_type,num_bids_passed_budget_check,num_bids_failed_budget_check,click_score,conversion_score,cpm_bid,cpc_bid,cpa_bid,logtime,refresh_time,internal_bid_wins,viewability_score,in_target_score,cpv_bid,cpg_bid,date
472457,1,286672,1641,0,142.2415943017341,0.8714390621583397,0,0.780585307094523,"2015-05-02 00:00:00","2015-05-02 00:00:11",0,68734.67066944535,0,0,0,2015-05-02
472457,1,124074,8772,0,51.78400826662667,0.8491136234257165,0,0.7781139445745207,"2015-05-02 00:01:00","2015-05-02 00:01:11",0,27973.82023430819,0,0,0,2015-05-02
472457,1,127566,35396,0,86.50471115402999,0.7714683779720322,0,0.7792384905712681,"2015-05-02 00:02:00","2015-05-02 00:02:11",0,30662.958547572394,0,0,0,2015-05-02
472457,1,136273,79331,0,90.02620968957284,0.774744655695741,0,0.7790276239663965,"2015-05-02 00:03:00","2015-05-02 00:03:11",0,32988.82401519181,0,0,0,2015-05-02
472457,1,118022,134641,0,70.42903227156432,1.009047735917042,0,0.7778927681289968,"2015-05-02 00:04:00","2015-05-02 00:04:11",23,27541.17189942916,0,0,0,2015-05-02
472457,1,64074,195094,0,35.276381709925296,1.3201179676280457,0,0.7777267849034196,"2015-05-02 00:05:00","2015-05-02 00:05:11",84,15017.697271946794,0,0,0,2015-05-02
472457,1,16677,247542,0,9.508805966609499,1.702372861030785,0,0.7731258648683991,"2015-05-02 00:06:00","2015-05-02 00:06:11",69,3992.1950207978043,0,0,0,2015-05-02
472457,1,7671,249653,0,4.685191513620168,2.2671388320552963,0,0.7528263230694506,"2015-05-02 00:07:00","2015-05-02 00:07:11",229,1824.827138640478,0,0,0,2015-05-02
472457,1,27242,179484,0,19.791730396315824,2.69182565920686,0,0.7342744234173016,"2015-05-02 00:08:00","2015-05-02 00:08:11",347,7134.070966021352,0,0,0,2015-05-02
472457,1,118712,65596,0,73.69345607386515,2.7521580436554256,0,0.7369524204379782,"2015-05-02 00:09:00","2015-05-02 00:09:11",480,30629.178405166105,0,0,0,2015-05-02
472457,1,156267,25385,0,93.08950624384056,2.730327739909365,0,0.7401336683911486,"2015-05-02 00:10:00","2015-05-02 00:10:11",507,39996.85658696872,0,0,0,2015-05-02
472457,1,161183,2542,0,97.45103359758846,2.73235579056499,0,0.740476395876841,"2015-05-02 00:11:00","2015-05-02 00:11:11",574,41211.67696572701,0,0,0,2015-05-02
472457,1,182657,6837,0,107.56832058932157,2.7306452528234533,0,0.7399152345582877,"2015-05-02 00:12:00","2015-05-02 00:12:11",999,45721.7990169387,0,0,0,2015-05-02
472457,1,229244,4760,0,121.0593131215937,2.72136162485553,0,0.7372684187536739,"2015-05-02 00:13:00","2015-05-02 00:13:11",1416,55839.00750032483,0,0,0,2015-05-02
472457,1,235946,2634,0,125.28858621423625,2.7253170383413083,0,0.7375557391213015,"2015-05-02 00:14:00","2015-05-02 00:14:11",1717,56849.83610750414,0,0,0,2015-05-02
472457,1,231822,2729,0,122.21691056170732,2.750538707862675,0,0.7350334608075344,"2015-05-02 00:15:00","2015-05-02 00:15:11",1968,55690.26518638151,0,0,0,2015-05-02
472457,1,238688,2196,0,124.03650556713872,2.990768741519492,0,0.7317926056811046,"2015-05-02 00:16:00","2015-05-02 00:16:11",3096,57283.31447706772,0,0,0,2015-05-02
472457,1,236934,1819,0,118.26855856669768,3.3001934513344278,0,0.7350540772952039,"2015-05-02 00:17:00","2015-05-02 00:17:11",5235,57461.491545983845,0,0,0,2015-05-02
472457,1,232631,1335,0,122.0434789861802,3.538269846553754,0,0.7350318186780552,"2015-05-02 00:18:00","2015-05-02 00:18:11",6981,56297.94241939952,0,0,0,2015-05-02
472457,1,244185,2182,0,124.59264759435567,3.6491032097259737,0,0.7350365796703501,"2015-05-02 00:19:00","2015-05-02 00:19:11",8865,58805.66911564887,0,0,0,2015-05-02
472457,1,239588,2017,0,131.99914787545922,3.529355525064776,0,0.7296784186217843,"2015-05-02 00:20:00","2015-05-02 00:20:11",7886,57904.1802445773,0,0,0,2015-05-02
472457,1,246644,1131,0,131.77350882733595,3.2585264477278684,0,0.7305865217752963,"2015-05-02 00:21:00","2015-05-02 00:21:11",4419,59698.95865946792,0,0,0,2015-05-02
472457,1,243528,931,0,123.02174812953179,2.884376962680601,0,0.7319170677423195,"2015-05-02 00:22:00","2015-05-02 00:22:11",1372,59252.19152580005,0,0,0,2015-05-02
472457,1,242440,875,0,126.12076522145907,2.696306306482851,0,0.7371705044514214,"2015-05-02 00:23:00","2015-05-02 00:23:11",510,58926.200520795865,0,0,0,2015-05-02
472457,1,246164,1306,0,125.06404131114338,2.6995818041068085,0,0.7434362540719247,"2015-05-02 00:24:00","2015-05-02 00:24:11",218,60005.107747419526,0,0,0,2015-05-02
472457,1,242960,2086,0,122.57524448121288,2.9542901400541246,0,0.7478622035129022,"2015-05-02 00:25:00","2015-05-02 00:25:11",140,58911.16929276502,0,0,0,2015-05-02
472457,1,241391,2836,0,125.78346108089914,3.347517561055505,0,0.7533184667076521,"2015-05-02 00:26:00","2015-05-02 00:26:11",350,58464.725057147996,0,0,0,2015-05-02
472457,1,242108,5440,0,127.93244494232937,3.6933214767428897,0,0.7502465980432392,"2015-05-02 00:27:00","2015-05-02 00:27:11",1360,58349.81485666393,0,0,0,2015-05-02
472457,1,241585,7220,0,126.89910394179144,4.105358030887752,0,0.7537689198922742,"2015-05-02 00:28:00","2015-05-02 00:28:11",3344,58639.34025790894,0,0,0,2015-05-02
472457,1,241480,9259,0,124.3673270810668,4.402778864194916,0,0.7617790717843953,"2015-05-02 00:29:00","2015-05-02 00:29:11",6256,58536.23102606785,0,0,0,2015-05-02
472457,1,236503,4761,0,123.80297322944367,4.593110812895014,0,0.7720266473771413,"2015-05-02 00:30:00","2015-05-02 00:30:11",8035,58021.65495865097,0,0,0,2015-05-02
472457,1,243895,1672,0,125.26352251805359,4.514925106914183,0,0.7846387088154447,"2015-05-02 00:31:00","2015-05-02 00:31:11",7997,59344.8544587154,0,0,0,2015-05-02
472457,1,239410,1064,0,123.72627312585456,4.20913505050122,0,0.8038036922745109,"2015-05-02 00:32:00","2015-05-02 00:32:11",5124,57804.90757866779,0,0,0,2015-05-02
472457,1,236636,731,0,129.4119875039424,3.776265168065656,0,0.8210087184198217,"2015-05-02 00:33:00","2015-05-02 00:33:11",2204,57488.002152254856,0,0,0,2015-05-02
472457,1,236528,962,0,128.61919808547057,3.4698302814078,0,0.8509614441187336,"2015-05-02 00:34:00","2015-05-02 00:34:11",1559,57259.54671628507,0,0,0,2015-05-02
472457,1,232002,1109,0,126.80128834883583,3.455330895714933,0,0.8796964480742191,"2015-05-02 00:35:00","2015-05-02 00:35:11",1200,56301.96154734504,0,0,0,2015-05-02
472457,1,241076,1281,0,128.8155430763343,3.660783902103551,0,0.9211616183376395,"2015-05-02 00:36:00","2015-05-02 00:36:11",1354,57941.487836259854,0,0,0,2015-05-02
472457,1,238452,1282,0,126.2956608668166,3.9845435727857947,0,0.9674824823992125,"2015-05-02 00:37:00","2015-05-02 00:37:11",1585,58178.18567921609,0,0,0,2015-05-02
472457,1,241769,2429,0,126.00378765303368,4.40243667702794,0,0.9965236658720678,"2015-05-02 00:38:00","2015-05-02 00:38:11",2130,58349.40637459815,0,0,0,2015-05-02
472457,1,246154,2152,0,128.62663484775945,4.782109251347436,0,0.9974206660676714,"2015-05-02 00:39:00","2015-05-02 00:39:11",3848,59241.77831453014,0,0,0,2015-05-02
472457,1,244730,1409,0,131.82775061988147,5.135340583644986,0,0.9970868028946375,"2015-05-02 00:40:00","2015-05-02 00:40:11",6692,58898.68300904828,0,0,0,2015-05-02
472457,1,241473,2047,0,123.84340092191646,5.292960231656865,0,0.9980413506116842,"2015-05-02 00:41:00","2015-05-02 00:41:11",7985,58147.811200440265,0,0,0,2015-05-02
472457,1,247701,2478,0,130.99774271932452,5.252599988654343,0,1.0009385037285308,"2015-05-02 00:42:00","2015-05-02 00:42:11",8087,59542.532123419114,0,0,0,2015-05-02
472457,1,248117,957,0,127.39188974021823,4.885745626704165,0,0.9999089808695228,"2015-05-02 00:43:00","2015-05-02 00:43:11",5094,59490.53251844228,0,0,0,2015-05-02
472457,1,237342,796,0,121.83461131747136,4.394909402734664,0,1.0105242234661296,"2015-05-02 00:44:00","2015-05-02 00:44:11",1603,57033.017493961765,0,0,0,2015-05-02
472457,1,236560,896,0,119.83694197114876,4.000947047074369,0,1.0204913077265274,"2015-05-02 00:45:00","2015-05-02 00:45:11",687,56347.59212168254,0,0,0,2015-05-02
472457,1,238757,1204,0,125.59938337261624,3.879773459682194,0,1.033844428863849,"2015-05-02 00:46:00","2015-05-02 00:46:11",273,57173.255030044056,0,0,0,2015-05-02
472457,1,244622,1069,0,130.78522376400147,4.007879868850424,0,1.0507313329279446,"2015-05-02 00:47:00","2015-05-02 00:47:11",159,58694.55214125214,0,0,0,2015-05-02
472457,1,245857,1574,0,128.22706169888576,4.280020151285481,0,1.0478051991198865,"2015-05-02 00:48:00","2015-05-02 00:48:11",120,59206.73365298074,0,0,0,2015-05-02
472457,1,245823,2692,0,118.4522140307096,4.64018114147047,0,1.0368216187754025,"2015-05-02 00:49:00","2015-05-02 00:49:11",344,59025.17449678472,0,0,0,2015-05-02
472457,1,242342,3810,0,120.50219636473008,5.059646553720096,0,1.0216989643934322,"2015-05-02 00:50:00","2015-05-02 00:50:11",1076,58182.73723608106,0,0,0,2015-05-02
472457,1,239192,3427,0,116.41644193918431,5.452627015602397,0,1.0068279898628365,"2015-05-02 00:51:00","2015-05-02 00:51:11",2722,57391.726335286745,0,0,0,2015-05-02
472457,1,247348,1923,0,126.24376481504645,5.840956774366937,0,1.0032007145948543,"2015-05-02 00:52:00","2015-05-02 00:52:11",5577,59280.43082275537,0,0,0,2015-05-02
472457,1,253501,1769,0,133.21342274048968,6.03394261086888,0,0.9996957602216674,"2015-05-02 00:53:00","2015-05-02 00:53:11",8600,60946.583592410825,0,0,0,2015-05-02
472457,1,247963,2276,0,136.69551434092418,5.986595398259292,0,0.9953707763382741,"2015-05-02 00:54:00","2015-05-02 00:54:11",7565,59570.8727954954,0,0,0,2015-05-02
472457,1,245007,1327,0,126.28574785281467,5.755877462100337,0,0.9973983867618075,"2015-05-02 00:55:00","2015-05-02 00:55:11",4455,58737.2446836256,0,0,0,2015-05-02
472457,1,247259,1170,0,121.08832315072827,5.333111260917377,0,0.9960589320329384,"2015-05-02 00:56:00","2015-05-02 00:56:11",1495,59384.27224082701,0,0,0,2015-05-02
472457,1,255969,894,0,130.51666429635893,5.083626270769587,0,0.9942352659683896,"2015-05-02 00:57:00","2015-05-02 00:57:11",560,61533.41228941367,0,0,0,2015-05-02
472457,1,244898,734,0,122.78060857839549,5.072021284519338,0,0.991299802414923,"2015-05-02 00:58:00","2015-05-02 00:58:11",226,58782.552625955585,0,0,0,2015-05-02
472457,1,246269,1714,0,121.09358837550771,5.277837471884969,0,0.9848729638515903,"2015-05-02 00:59:00","2015-05-02 00:59:11",288,59201.622945670286,0,0,0,2015-05-02
472457,1,238528,2499,0,118.64476775033697,5.636202490360686,0,0.9792978592158674,"2015-05-02 01:00:00","2015-05-02 01:00:11",612,57013.907879739956,0,0,0,2015-05-02
472457,1,246308,2274,0,120.6629968419309,6.068383529140025,0,0.9740559243959892,"2015-05-02 01:01:00","2015-05-02 01:01:11",1735,59184.41800788362,0,0,0,2015-05-02
472457,1,241169,2450,0,118.59272520195606,6.487927303511394,0,0.9763417341966243,"2015-05-02 01:02:00","2015-05-02 01:02:11",4042,57896.883829355706,0,0,0,2015-05-02
472457,1,245710,2512,0,126.98689414604428,6.754139884466676,0,0.9842206254811221,"2015-05-02 01:03:00","2015-05-02 01:03:11",7667,58967.98513612717,0,0,0,2015-05-02
472457,1,236368,12003,0,113.43297111084979,6.811634627499113,0,0.9846073551339367,"2015-05-02 01:04:00","2015-05-02 01:04:11",9014,56116.04936973024,0,0,0,2015-05-02
472457,1,238214,6665,0,112.21074222213842,6.514855426363861,0,0.9339697087298693,"2015-05-02 01:05:00","2015-05-02 01:05:11",8025,56701.73036546681,0,0,0,2015-05-02
472457,1,245829,1506,0,119.13954715034302,5.754571488775259,0,0.8723193130489848,"2015-05-02 01:06:00","2015-05-02 01:06:11",3621,58415.80957790279,0,0,0,2015-05-02
472457,1,248235,755,0,128.49013230320767,5.099432169873662,0,0.8584517738584229,"2015-05-02 01:07:00","2015-05-02 01:07:11",1144,59628.27381495226,0,0,0,2015-05-02
472457,1,241029,697,0,119.26452977873313,4.729251045954136,0,0.8505555698150232,"2015-05-02 01:08:00","2015-05-02 01:08:11",507,57979.69003261628,0,0,0,2015-05-02
472457,1,241068,1093,0,117.40879603022964,4.713902600526514,0,0.8492760447356312,"2015-05-02 01:09:00","2015-05-02 01:09:11",308,58506.627693673465,0,0,0,2015-05-02
472457,1,243897,1825,0,133.51970693611537,4.949237881866056,0,0.8489880924184449,"2015-05-02 01:10:00","2015-05-02 01:10:11",466,58765.06746347117,0,0,0,2015-05-02
472457,1,245481,1838,0,127.97099686192612,5.298334030900565,0,0.8441375732992228,"2015-05-02 01:11:00","2015-05-02 01:11:11",853,59201.122811468485,0,0,0,2015-05-02
472457,1,243605,1764,0,120.61004371905968,5.751551694201232,0,0.8384119907141059,"2015-05-02 01:12:00","2015-05-02 01:12:11",2054,58705.05920905857,0,0,0,2015-05-02
472457,1,240790,1894,0,118.08692803333938,6.200004005659807,0,0.8368298583502628,"2015-05-02 01:13:00","2015-05-02 01:13:11",5262,58375.66389572473,0,0,0,2015-05-02
472457,1,244826,1854,0,121.95619403956138,6.529323125953424,0,0.843116009153855,"2015-05-02 01:14:00","2015-05-02 01:14:11",11010,59309.74930426047,0,0,0,2015-05-02
472457,1,246250,1476,0,127.09338282775127,6.435797088734792,0,0.8439771644119368,"2015-05-02 01:15:00","2015-05-02 01:15:11",14127,59471.53554751795,0,0,0,2015-05-02
472457,1,246609,1073,0,119.74654373854185,5.927728754584145,0,0.8559759593389349,"2015-05-02 01:16:00","2015-05-02 01:16:11",10080,59699.62337293113,0,0,0,2015-05-02
472457,1,244396,753,0,121.80722747653144,5.138291225033213,0,0.8639719970114735,"2015-05-02 01:17:00","2015-05-02 01:17:11",4470,59040.12423630663,0,0,0,2015-05-02
472457,1,245845,646,0,122.25148877150286,4.369514511167038,0,0.8654503608609236,"2015-05-02 01:18:00","2015-05-02 01:18:11",2564,59448.02519896021,0,0,0,2015-05-02
472457,1,244039,590,0,125.3071240569645,4.14851424614563,0,0.8718598297469168,"2015-05-02 01:19:00","2015-05-02 01:19:11",1511,58708.04587778646,0,0,0,2015-05-02
472457,1,245892,1118,0,122.47220045883267,4.221932846510023,0,0.8769242997332204,"2015-05-02 01:20:00","2015-05-02 01:20:11",1419,59110.37284754222,0,0,0,2015-05-02
472457,1,248052,1253,0,126.76457163218927,4.493012913451863,0,0.889682319002905,"2015-05-02 01:21:00","2015-05-02 01:21:11",2044,59225.01633226855,0,0,0,2015-05-02
472457,1,243292,1382,0,126.87019210469234,4.840754841385525,0,0.9063679801255412,"2015-05-02 01:22:00","2015-05-02 01:22:11",4234,58402.43136980823,0,0,0,2015-05-02
472457,1,246230,1173,0,129.20481383930763,5.107642060234413,0,0.9238590834030733,"2015-05-02 01:23:00","2015-05-02 01:23:11",7871,59197.09787329174,0,0,0,2015-05-02
472457,1,242320,1530,0,126.69597311067992,5.251043463066506,0,0.9450654763718017,"2015-05-02 01:24:00","2015-05-02 01:24:11",10557,58237.628358587266,0,0,0,2015-05-02
472457,1,246193,3167,0,124.54943056868291,5.077416185157779,0,0.9635102312948572,"2015-05-02 01:25:00","2015-05-02 01:25:11",12033,59132.67269793817,0,0,0,2015-05-02
472457,1,241397,5865,0,120.13850465572555,4.499359432495999,0,0.9830264712848068,"2015-05-02 01:26:00","2015-05-02 01:26:11",10252,58248.196651237115,0,0,0,2015-05-02
472457,1,241494,3173,0,117.03925777964511,3.6573405799006116,0,0.9974666288375674,"2015-05-02 01:27:00","2015-05-02 01:27:11",4723,58160.6905056166,0,0,0,2015-05-02
472457,1,249547,613,0,120.62841614930096,2.808908737613853,0,1.0185175969761586,"2015-05-02 01:28:00","2015-05-02 01:28:11",1787,60128.67868975295,0,0,0,2015-05-02
472457,1,243999,769,0,116.64186579480797,2.514846174933346,0,1.0268729113897728,"2015-05-02 01:29:00","2015-05-02 01:29:11",602,58726.64754898435,0,0,0,2015-05-02
472457,1,241093,1203,0,114.16887907215951,2.373589942549402,0,1.038426262892218,"2015-05-02 01:30:00","2015-05-02 01:30:11",236,57924.514615299435,0,0,0,2015-05-02
472457,1,239133,1590,0,115.22722954378207,2.5601541385471536,0,1.0481339984346936,"2015-05-02 01:31:00","2015-05-02 01:31:11",221,57789.70022513022,0,0,0,2015-05-02
472457,1,243463,1849,0,124.82242478065079,2.879922839654151,0,1.039920179909367,"2015-05-02 01:32:00","2015-05-02 01:32:11",449,59426.17905462,0,0,0,2015-05-02
472457,1,243398,1629,0,118.36412916106543,3.2666299688617757,0,1.03223840429304,"2015-05-02 01:33:00","2015-05-02 01:33:11",2029,59435.8178576212,0,0,0,2015-05-02
472457,1,248387,2869,0,123.85867907194918,3.6869239875668196,0,1.0154706935602424,"2015-05-02 01:34:00","2015-05-02 01:34:11",4897,59764.18403088551,0,0,0,2015-05-02
472457,1,241598,4415,0,119.47775034920004,3.9789340347017075,0,1.0208163941674464,"2015-05-02 01:35:00","2015-05-02 01:35:11",9019,58345.671543877295,0,0,0,2015-05-02
472457,1,239029,1789,0,120.87891237995309,4.076834061997513,0,1.0375290179249772,"2015-05-02 01:36:00","2015-05-02 01:36:11",11433,58023.28250779857,0,0,0,2015-05-02
472457,1,242563,862,0,121.87401227340104,3.771464095263808,0,1.0525213106036249,"2015-05-02 01:37:00","2015-05-02 01:37:11",7453,58889.784518028464,0,0,0,2015-05-02
472457,1,242657,642,0,119.73915387110308,3.208176506706879,0,1.0657327819725915,"2015-05-02 01:38:00","2015-05-02 01:38:11",5071,58875.47761946402,0,0,0,2015-05-02
